rowid,zpid,Status Type,Status Text,Time On Zillow,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address,Street,City,Zipcode,Latitude,Longitude,Broker Name,Detail URL,Search Page URL
0,43811944,FOR_SALE,House for sale,,389900,1631,239,,,,7875,sqft,3,2,"1331 NW 50th St, Miami, FL 33142",1331 NW 50th St,Miami,33142,"25,821117","-80,21888","Elite Realty Partners, Inc.",https://www.zillow.com/homedetails/1331-NW-50th-St-Miami-FL-33142/43811944_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
1,44162667,FOR_SALE,House for sale,4 days ,350000,1924,182,334782,174,3599,6750,sqft,3,2,"2978 NW 28th St, Miami, FL 33142",2978 NW 28th St,Miami,33142,"25,8013","-80,24356",Sea Grove Realty,https://www.zillow.com/homedetails/2978-NW-28th-St-Miami-FL-33142/44162667_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
2,44333128,FOR_SALE,Townhouse for sale,7 days ,375000,1510,248,362602,240,2057,0,sqft,3,3,"13402 SW 153rd St APT 1906, Miami, FL 33177",13402 SW 153rd St APT 1906,Miami,33177,"25,62536","-80,41022",RE/MAX Advance Realty,https://www.zillow.com/homedetails/13402-SW-153rd-St-APT-1906-Miami-FL-33177/44333128_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
3,43847151,FOR_SALE,Condo for sale,4 days ,240000,882,272,231273,262,1082,0,sqft,2,2,"5050 NW 7th St PENTHOUSE 3, Miami, FL 33126",5050 NW 7th St PENTHOUSE 3,Miami,33126,"25,777895","-80,27752",Luxe Properties,https://www.zillow.com/homedetails/5050-NW-7th-St-PENTHOUSE-3-Miami-FL-33126/43847151_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
4,44362762,FOR_SALE,House for sale,,389000,1313,296,,,,1924,sqft,4,2,"20010 SW 123rd Dr, Miami, FL 33177",20010 SW 123rd Dr,Miami,33177,"25,580612","-80,39236",JLS Investment Realty LLC,https://www.zillow.com/homedetails/20010-SW-123rd-Dr-Miami-FL-33177/44362762_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
5,113378795,FOR_SALE,Condo for sale,,345000,803,430,343800,428,1972,0,sqft,2,2,"1871 NW South River Dr UNIT 802, Miami, FL 33125",1871 NW South River Dr UNIT 802,Miami,33125,"25,78521","-80,2259",Beachfront Realty Inc,https://www.zillow.com/homedetails/1871-NW-South-River-Dr-UNIT-802-Miami-FL-33125/113378795_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
6,64445186,FOR_SALE,Condo for sale,1 day ,315000,882,357,313100,355,2163,0,sqft,1,2,"816 NW 11th St APT 505, Miami, FL 33136",816 NW 11th St APT 505,Miami,33136,"25,783781","-80,20879",Realty One Group Evolution,https://www.zillow.com/homedetails/816-NW-11th-St-APT-505-Miami-FL-33136/64445186_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
7,43828273,FOR_SALE,Condo for sale,31 days ,375000,945,397,,,,0,sqft,2,2,"860 NE 78th St APT 504, Miami, FL 33138",860 NE 78th St APT 504,Miami,33138,"25,847136","-80,17887",Douglas Elliman,https://www.zillow.com/homedetails/860-NE-78th-St-APT-504-Miami-FL-33138/43828273_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
8,44277965,FOR_SALE,Condo for sale,1 day ,295000,1077,274,294200,273,2585,0,sqft,2,2,"10778 N Kendall Dr APT E17, Miami, FL 33176",10778 N Kendall Dr APT E17,Miami,33176,"25,684958","-80,36814","New Era Solutions, Inc.",https://www.zillow.com/homedetails/10778-N-Kendall-Dr-APT-E17-Miami-FL-33176/44277965_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
9,2144462693,FOR_SALE,Home for sale,6 days ,300000,1690,178,,,,7200,sqft,4,2,"19800 SW 180th Ave, Miami, FL 33187",19800 SW 180th Ave,Miami,33187,"25,58159","-80,48648",Diamond Realty Team LLC,https://www.zillow.com/homedetails/19800-SW-180th-Ave-Miami-FL-33187/2144462693_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
10,44276070,FOR_SALE,Condo for sale,3 days ,276900,1010,274,,,,0,sqft,2,2,"9227 SW 87th Ave APT B7, Miami, FL 33176",9227 SW 87th Ave APT B7,Miami,33176,"25,683958","-80,334946",Florida Realty of Miami Corp,https://www.zillow.com/homedetails/9227-SW-87th-Ave-APT-B7-Miami-FL-33176/44276070_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
11,44226711,FOR_SALE,Condo for sale,2 days ,365000,665,549,364300,548,1766,0,sqft,1,1,"7965 SW 57th Ave APT 53A, Miami, FL 33143",7965 SW 57th Ave APT 53A,Miami,33143,"25,697338","-80,28512",The Keyes Company,https://www.zillow.com/homedetails/7965-SW-57th-Ave-APT-53A-Miami-FL-33143/44226711_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
12,44214602,FOR_SALE,Townhouse for sale,7 days ,298900,1310,228,288936,221,1777,0,sqft,2,3,"6814 SW 114th Pl #D65, Miami, FL 33173",6814 SW 114th Pl #D65,Miami,33173,"25,704018","-80,37853",Meant2b Realty LLC,https://www.zillow.com/homedetails/6814-SW-114th-Pl-D65-Miami-FL-33173/44214602_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
13,43829695,FOR_SALE,Condo for sale,17 days ,299000,1242,241,,,,0,sqft,2,2,"780 NE 69th St APT 905, Miami, FL 33138",780 NE 69th St APT 905,Miami,33138,"25,83887","-80,18001",Keller Williams Eagle Realty,https://www.zillow.com/homedetails/780-NE-69th-St-APT-905-Miami-FL-33138/43829695_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
14,92449932,FOR_SALE,Condo for sale,2 days ,385000,692,556,383200,554,2988,0,sqft,1,1,"333 NE 24th St APT 803, Miami, FL 33137",333 NE 24th St APT 803,Miami,33137,"25,800562","-80,18836",Keller Williams Eagle Realty,https://www.zillow.com/homedetails/333-NE-24th-St-APT-803-Miami-FL-33137/92449932_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
15,43829601,FOR_SALE,Condo for sale,,299000,1316,227,,,,0,sqft,2,2,"780 NE 69th St APT 701, Miami, FL 33138",780 NE 69th St APT 701,Miami,33138,"25,83887","-80,18001",Keller Williams Eagle Realty,https://www.zillow.com/homedetails/780-NE-69th-St-APT-701-Miami-FL-33138/43829601_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
16,44278582,FOR_SALE,Condo for sale,2 days ,299000,1242,241,298400,240,1605,0,sqft,2,2,"10850 N Kendall Dr UNIT 317, Miami, FL 33176",10850 N Kendall Dr UNIT 317,Miami,33176,"25,68675","-80,36986",One Sotheby's International Realty,https://www.zillow.com/homedetails/10850-N-Kendall-Dr-UNIT-317-Miami-FL-33176/44278582_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
17,43856915,FOR_SALE,Condo for sale,,350000,900,389,,,,0,sqft,2,1,"2498 SW 17th Ave #4312, Miami, FL 33133",2498 SW 17th Ave #4312,Miami,33133,"25,745857","-80,223305","Kerdyk Real Estate, Inc.",https://www.zillow.com/homedetails/2498-SW-17th-Ave-4312-Miami-FL-33133/43856915_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
18,44281542,FOR_SALE,Condo for sale,2 days ,220000,650,338,219400,338,1204,0,sqft,1,1,"10511 SW 108th Ave #189, Miami, FL 33176",10511 SW 108th Ave #189,Miami,33176,"25,671213","-80,368904","Chez Realty, LLC.",https://www.zillow.com/homedetails/10511-SW-108th-Ave-189-Miami-FL-33176/44281542_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
19,44218816,FOR_SALE,Condo for sale,59 days ,290000,1235,235,277800,225,1961,0,sqft,2,2,"8401 SW 107th Ave APT 310E, Miami, FL 33173",8401 SW 107th Ave APT 310E,Miami,33173,"25,69","-80,36428",Luxe Properties,https://www.zillow.com/homedetails/8401-SW-107th-Ave-APT-310E-Miami-FL-33173/44218816_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
20,43825547,FOR_SALE,Townhouse for sale,23 days ,379000,1000,379,366300,366,2036,0,sqft,2,2,"1901 NW South River Dr APT 60F, Miami, FL 33125",1901 NW South River Dr APT 60F,Miami,33125,"25,785172","-80,22656","Trexy International Realty, Inc",https://www.zillow.com/homedetails/1901-NW-South-River-Dr-APT-60F-Miami-FL-33125/43825547_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
21,44357345,FOR_SALE,Home for sale,,265000,1590,167,264000,166,1894,3600,sqft,3,2,"19800 SW 180th Ave LOT 518, Miami, FL 33187",19800 SW 180th Ave LOT 518,Miami,33187,"25,58159","-80,48648",LPT Realty,https://www.zillow.com/homedetails/19800-SW-180th-Ave-LOT-518-Miami-FL-33187/44357345_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
22,82414164,FOR_SALE,Condo for sale,50 days ,298500,774,386,294312,380,1635,,,1,1,"111 E Flagler St APT 410, Miami, FL 33131",111 E Flagler St APT 410,Miami,33131,"25,774494","-80,19174",Realty 100,https://www.zillow.com/homedetails/111-E-Flagler-St-APT-410-Miami-FL-33131/82414164_zpid/,https://www.zillow.com/miami-fl/2_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A26.00085976696961%2C%22east%22%3A-79.93262584082031%2C%22south%22%3A25.404430408836117%2C%22west%22%3A-80.75522715917968%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22price%22%3A%7B%22min%22%3A200000%2C%22max%22%3A400000%7D%2C%22mp%22%3A%7B%22min%22%3A1007%2C%22max%22%3A2013%7D%7D%2C%22isListVisible%22%3Atrue%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A12700%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A2%7D%7D
